Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity
AX10210,ENX2051,A164,EMP1028,C1781,44240,4
AX10213,ENX2049,A120,EMP1013,C1338,44465,2
AX10215,ENX2089,A118,EMP1033,C1018,44264,2
AX10216,ENX2037,A106,EMP1025,C1077,44480,4
AX10221,ENX2022,A121,EMP1019,C1705,44460,1
AX10222,ENX2059,A117,EMP1012,C1168,44476,1
AX10223,ENX2036,A135,EMP1011,C1148,44427,1
AX10226,ENX2019,A125,EMP1021,C1259,44541,1
AX10231,ENX2016,A163,EMP1013,C1465,44217,3
AX10233,ENX2020,A155,EMP1043,C1387,44273,3
AX10235,ENX2006,A124,EMP1037,C1083,44518,3
AX10238,ENX2038,A105,EMP1004,C1780,44312,1
AX10242,ENX2017,A171,EMP1003,C1731,44284,1
AX10245,ENX2053,A145,EMP1036,C1431,44219,1
AX10246,ENX2056,A125,EMP1039,C1454,44372,1
AX10247,ENX2021,A111,EMP1041,C1507,44465,3
AX10256,ENX2072,A125,EMP1029,C1310,44238,1
AX10264,ENX2042,A161,EMP1022,C1715,44430,2
AX10266,ENX2027,A153,EMP1022,C1143,44418,1
AX10271,ENX2065,A151,EMP1006,C1534,44213,1
AX10274,ENX2018,A131,EMP1036,C1365,44453,1
AX10278,ENX2054,A160,EMP1023,C1620,44285,1
AX10279,ENX2049,A140,EMP1001,C1434,44555,1
AX10280,ENX2098,A131,EMP1039,C1070,44351,2
AX10283,ENX2039,A137,EMP1012,C1175,44561,1
AX10284,ENX2028,A116,EMP1019,C1715,44229,4
AX10291,ENX2066,A127,EMP1024,C1499,44471,3
AX10294,ENX2006,A121,EMP1012,C1443,44559,4
AX10299,ENX2022,A143,EMP1022,C1304,44559,2
AX10301,ENX2079,A164,EMP1019,C1015,44249,2
AX10305,ENX2080,A114,EMP1042,C1095,44285,3
AX10306,ENX2032,A150,EMP1025,C1307,44504,1
AX10314,ENX2096,A104,EMP1042,C1244,44494,3
AX10319,ENX2016,A158,EMP1016,C1094,44284,1
AX10320,ENX2016,A128,EMP1036,C1723,44467,2
AX10326,ENX2085,A108,EMP1044,C1212,44557,4
AX10328,ENX2018,A103,EMP1027,C1110,44400,3
AX10336,ENX2088,A155,EMP1012,C1654,44526,4
AX10338,ENX2037,A129,EMP1007,C1383,44197,1
AX10340,ENX2086,A166,EMP1018,C1548,44238,4
AX10341,ENX2059,A155,EMP1039,C1035,44464,1
AX10345,ENX2087,A152,EMP1034,C1288,44312,1
AX10347,ENX2026,A101,EMP1015,C1304,44398,2
AX10348,ENX2018,A131,EMP1020,C1019,44429,2
AX10352,ENX2084,A120,EMP1029,C1724,44485,2
AX10353,ENX2028,A172,EMP1004,C1509,44405,1
AX10356,ENX2081,A130,EMP1030,C1671,44443,3
AX10358,ENX2044,A120,EMP1008,C1130,44356,1
AX10362,ENX2071,A169,EMP1019,C1322,44214,1
AX10363,ENX2031,A108,EMP1001,C1394,44317,1
AX10364,ENX2080,A147,EMP1038,C1798,44496,3
AX10365,ENX2015,A125,EMP1013,C1679,44351,1
AX10367,ENX2096,A113,EMP1008,C1751,44396,1
AX10370,ENX2011,A132,EMP1017,C1419,44393,1
AX10372,ENX2063,A140,EMP1007,C1254,44200,3
AX10373,ENX2060,A136,EMP1035,C1229,44529,4
AX10377,ENX2086,A129,EMP1026,C1124,44553,2
AX10378,ENX2007,A120,EMP1019,C1174,44207,1
AX10380,ENX2076,A110,EMP1035,C1062,44219,1
AX10383,ENX2040,A141,EMP1024,C1085,44512,2
AX10390,ENX2011,A151,EMP1006,C1422,44266,3
AX10395,ENX2085,A111,EMP1017,C1402,44520,1
AX10396,ENX2044,A116,EMP1018,C1217,44293,1
AX10399,ENX2084,A103,EMP1012,C1539,44473,1
AX10400,ENX2038,A138,EMP1032,C1490,44487,4
AX10401,ENX2019,A156,EMP1011,C1618,44376,1
AX10403,ENX2041,A124,EMP1042,C1717,44309,4
AX10408,ENX2069,A166,EMP1025,C1742,44316,1
AX10413,ENX2000,A109,EMP1017,C1345,44428,1
AX10414,ENX2043,A170,EMP1039,C1096,44499,1
AX10417,ENX2090,A151,EMP1024,C1132,44471,1
AX10419,ENX2017,A101,EMP1040,C1196,44209,1
AX10420,ENX2010,A112,EMP1002,C1599,44404,1
AX10421,ENX2001,A112,EMP1033,C1041,44221,1
AX10423,ENX2038,A130,EMP1037,C1446,44197,4
AX10425,ENX2098,A120,EMP1002,C1682,44465,1
AX10426,ENX2088,A147,EMP1032,C1103,44298,1
AX10429,ENX2014,A162,EMP1010,C1368,44385,4
AX10430,ENX2026,A136,EMP1034,C1055,44427,1
AX10431,ENX2002,A113,EMP1007,C1660,44295,1
AX10434,ENX2079,A166,EMP1034,C1465,44228,2
AX10438,ENX2081,A123,EMP1012,C1330,44501,2
AX10440,ENX2020,A116,EMP1008,C1265,44233,1
AX10443,ENX2057,A133,EMP1021,C1571,44200,1
AX10444,ENX2034,A117,EMP1012,C1254,44454,3
AX10445,ENX2053,A165,EMP1033,C1743,44561,4
AX10447,ENX2057,A127,EMP1027,C1359,44473,1
AX10454,ENX2084,A124,EMP1020,C1631,44557,1
AX10462,ENX2034,A113,EMP1003,C1188,44343,1
AX10464,ENX2011,A125,EMP1025,C1330,44212,1
AX10465,ENX2011,A100,EMP1025,C1076,44481,1
AX10466,ENX2029,A154,EMP1022,C1126,44486,2
AX10467,ENX2040,A162,EMP1001,C1653,44444,2
AX10469,ENX2031,A120,EMP1037,C1736,44329,3
AX10474,ENX2040,A160,EMP1043,C1031,44477,1
AX10475,ENX2084,A154,EMP1007,C1219,44394,1
AX10479,ENX2041,A130,EMP1005,C1214,44372,1
AX10480,ENX2095,A125,EMP1040,C1213,44346,4
AX10482,ENX2052,A152,EMP1025,C1065,44354,2
AX10485,ENX2075,A159,EMP1018,C1586,44550,3
AX10486,ENX2046,A111,EMP1016,C1196,44457,1
AX10487,ENX2091,A143,EMP1015,C1654,44278,3
AX10488,ENX2028,A170,EMP1017,C1169,44468,1
AX10490,ENX2089,A169,EMP1025,C1595,44294,1
AX10496,ENX2076,A144,EMP1026,C1514,44348,4
AX10498,ENX2061,A166,EMP1043,C1647,44283,1
AX10499,ENX2027,A142,EMP1013,C1793,44436,3
AX10503,ENX2009,A105,EMP1000,C1327,44467,1
AX10511,ENX2095,A128,EMP1036,C1315,44444,1
AX10514,ENX2053,A120,EMP1020,C1750,44519,1
AX10515,ENX2062,A143,EMP1019,C1712,44212,4
AX10517,ENX2018,A115,EMP1044,C1759,44229,3
AX10520,ENX2015,A166,EMP1033,C1170,44341,1
AX10522,ENX2055,A148,EMP1011,C1569,44344,1
AX10524,ENX2078,A117,EMP1014,C1676,44227,1
AX10529,ENX2060,A162,EMP1040,C1524,44468,3
AX10530,ENX2052,A132,EMP1043,C1251,44480,4
AX10532,ENX2033,A156,EMP1012,C1100,44223,1
AX10535,ENX2058,A128,EMP1009,C1268,44371,1
AX10537,ENX2073,A124,EMP1022,C1408,44204,1
AX10538,ENX2016,A130,EMP1013,C1537,44518,3
AX10541,ENX2076,A145,EMP1004,C1651,44549,2
AX10542,ENX2096,A107,EMP1000,C1011,44452,4
AX10547,ENX2080,A113,EMP1004,C1472,44330,4
AX10550,ENX2060,A100,EMP1005,C1175,44210,1
AX10552,ENX2095,A121,EMP1002,C1466,44285,1
AX10553,ENX2065,A155,EMP1036,C1695,44283,1
AX10554,ENX2001,A165,EMP1008,C1396,44475,2
AX10557,ENX2000,A108,EMP1012,C1023,44249,1
AX10559,ENX2007,A111,EMP1037,C1575,44466,3
AX10564,ENX2005,A143,EMP1035,C1507,44512,1
AX10566,ENX2031,A110,EMP1029,C1253,44215,4
AX10574,ENX2057,A124,EMP1010,C1648,44473,1
AX10576,ENX2058,A141,EMP1039,C1310,44544,3
AX10578,ENX2081,A159,EMP1010,C1131,44342,1
AX10580,ENX2080,A115,EMP1029,C1660,44341,4
AX10581,ENX2072,A115,EMP1005,C1530,44302,3
AX10586,ENX2007,A125,EMP1005,C1701,44446,2
AX10591,ENX2018,A131,EMP1003,C1235,44489,1
AX10599,ENX2076,A115,EMP1034,C1370,44263,3
AX10600,ENX2031,A171,EMP1024,C1066,44544,4
AX10601,ENX2083,A169,EMP1018,C1275,44273,3
AX10602,ENX2072,A173,EMP1005,C1102,44400,2
AX10604,ENX2022,A162,EMP1038,C1653,44216,1
AX10606,ENX2055,A159,EMP1043,C1077,44355,1
AX10609,ENX2058,A119,EMP1014,C1434,44367,1
AX10613,ENX2064,A125,EMP1022,C1778,44489,1
AX10616,ENX2042,A108,EMP1032,C1442,44520,3
AX10622,ENX2048,A123,EMP1043,C1235,44444,4
AX10625,ENX2003,A159,EMP1035,C1435,44206,2
AX10628,ENX2034,A127,EMP1023,C1357,44546,1
AX10629,ENX2011,A129,EMP1017,C1034,44197,1
AX10637,ENX2051,A170,EMP1021,C1653,44506,2
AX10638,ENX2017,A147,EMP1022,C1125,44408,3
AX10639,ENX2028,A138,EMP1028,C1072,44416,1
AX10642,ENX2028,A143,EMP1040,C1499,44454,3
AX10645,ENX2086,A155,EMP1013,C1101,44273,1
AX10647,ENX2080,A133,EMP1041,C1353,44211,2
AX10658,ENX2076,A172,EMP1033,C1405,44439,3
AX10660,ENX2097,A156,EMP1036,C1651,44361,1
AX10666,ENX2032,A158,EMP1029,C1528,44399,3
AX10678,ENX2041,A130,EMP1010,C1227,44498,3
AX10679,ENX2035,A169,EMP1015,C1719,44237,2
AX10680,ENX2098,A172,EMP1028,C1296,44347,3
AX10682,ENX2058,A139,EMP1036,C1330,44295,1
AX10686,ENX2013,A106,EMP1013,C1274,44489,1
AX10687,ENX2066,A113,EMP1035,C1617,44400,2
AX10697,ENX2070,A141,EMP1044,C1050,44459,4
AX10698,ENX2021,A157,EMP1030,C1626,44391,1
AX10704,ENX2076,A123,EMP1022,C1227,44408,1
AX10708,ENX2087,A138,EMP1017,C1297,44236,1
AX10709,ENX2083,A144,EMP1033,C1473,44416,3
AX10713,ENX2025,A142,EMP1036,C1666,44343,1
AX10714,ENX2081,A131,EMP1026,C1795,44521,4
AX10717,ENX2063,A104,EMP1003,C1626,44541,3
AX10718,ENX2008,A118,EMP1038,C1352,44399,4
AX10721,ENX2005,A156,EMP1021,C1195,44261,3
AX10728,ENX2033,A135,EMP1017,C1027,44425,1
AX10732,ENX2062,A169,EMP1025,C1619,44383,2
AX10734,ENX2069,A101,EMP1037,C1629,44289,1
AX10735,ENX2059,A148,EMP1005,C1793,44472,3
AX10736,ENX2060,A171,EMP1003,C1641,44269,3
AX10738,ENX2004,A170,EMP1039,C1434,44391,3
AX10740,ENX2024,A105,EMP1019,C1135,44306,2
AX10742,ENX2058,A143,EMP1003,C1700,44482,1
AX10746,ENX2053,A102,EMP1013,C1061,44484,3
AX10749,ENX2025,A123,EMP1025,C1000,44363,1
AX10751,ENX2065,A130,EMP1017,C1487,44279,1
AX10752,ENX2099,A137,EMP1023,C1419,44415,1
AX10753,ENX2031,A154,EMP1015,C1709,44358,3
AX10754,ENX2024,A133,EMP1003,C1326,44506,1
AX10755,ENX2088,A123,EMP1023,C1169,44335,2
AX10756,ENX2013,A105,EMP1033,C1106,44510,2
AX10758,ENX2061,A142,EMP1019,C1144,44330,1
AX10761,ENX2085,A142,EMP1024,C1475,44350,1
AX10762,ENX2009,A148,EMP1001,C1517,44257,3
AX10763,ENX2039,A159,EMP1020,C1728,44249,3
AX10764,ENX2083,A130,EMP1003,C1235,44516,4
AX10767,ENX2040,A151,EMP1043,C1157,44426,3
AX10770,ENX2084,A114,EMP1040,C1188,44446,4
AX10772,ENX2073,A105,EMP1038,C1716,44373,1
AX10774,ENX2021,A118,EMP1002,C1635,44555,2
AX10776,ENX2097,A170,EMP1002,C1088,44339,1
AX10781,ENX2015,A113,EMP1043,C1232,44305,1
AX10782,ENX2064,A117,EMP1006,C1149,44439,4
AX10784,ENX2086,A119,EMP1031,C1187,44537,1
AX10785,ENX2037,A118,EMP1017,C1195,44321,1
AX10787,ENX2051,A149,EMP1029,C1147,44421,3
AX10790,ENX2045,A156,EMP1031,C1301,44368,2
AX10793,ENX2001,A153,EMP1032,C1555,44247,1
AX10795,ENX2062,A116,EMP1018,C1150,44424,3
AX10796,ENX2053,A126,EMP1040,C1714,44535,4
AX10797,ENX2002,A140,EMP1024,C1170,44255,2
AX10804,ENX2035,A146,EMP1033,C1462,44472,3
AX10805,ENX2023,A110,EMP1008,C1221,44527,1
AX10806,ENX2059,A104,EMP1019,C1670,44360,4
AX10809,ENX2058,A162,EMP1004,C1279,44275,3
AX10813,ENX2025,A136,EMP1006,C1445,44265,1
AX10818,ENX2049,A156,EMP1007,C1183,44287,1
AX10822,ENX2017,A140,EMP1024,C1270,44293,1
AX10828,ENX2078,A125,EMP1002,C1476,44473,2
AX10838,ENX2100,A155,EMP1023,C1229,44207,1
AX10840,ENX2027,A132,EMP1008,C1115,44352,1
AX10841,ENX2042,A153,EMP1044,C1198,44497,3
AX10846,ENX2095,A120,EMP1039,C1169,44270,2
AX10848,ENX2017,A106,EMP1011,C1250,44225,1
AX10849,ENX2051,A172,EMP1024,C1584,44537,2
AX10851,ENX2051,A120,EMP1017,C1450,44442,1
AX10853,ENX2026,A122,EMP1043,C1056,44226,3
AX10854,ENX2006,A163,EMP1008,C1276,44415,1
AX10858,ENX2089,A158,EMP1009,C1166,44550,3
AX10860,ENX2060,A122,EMP1026,C1349,44365,1
AX10861,ENX2038,A105,EMP1035,C1590,44528,1
AX10863,ENX2011,A133,EMP1030,C1574,44304,3
AX10864,ENX2014,A144,EMP1000,C1778,44332,1
AX10870,ENX2069,A146,EMP1026,C1338,44406,1
AX10875,ENX2052,A144,EMP1024,C1414,44312,1
AX10876,ENX2006,A114,EMP1009,C1661,44407,1
AX10885,ENX2015,A150,EMP1022,C1653,44433,1
AX10890,ENX2012,A119,EMP1003,C1579,44477,1
AX10892,ENX2000,A140,EMP1022,C1358,44245,1
AX10895,ENX2030,A137,EMP1037,C1571,44475,1
AX10897,ENX2096,A120,EMP1003,C1719,44338,2
AX10898,ENX2019,A130,EMP1020,C1619,44493,1
AX10900,ENX2036,A171,EMP1012,C1552,44198,1
AX10901,ENX2032,A138,EMP1012,C1395,44235,4
AX10903,ENX2058,A143,EMP1016,C1224,44455,1
AX10909,ENX2072,A148,EMP1023,C1221,44319,1
AX10911,ENX2095,A111,EMP1029,C1238,44249,3
AX10912,ENX2047,A114,EMP1044,C1117,44505,1
AX10914,ENX2040,A127,EMP1032,C1336,44251,3
AX10917,ENX2055,A145,EMP1029,C1087,44460,2
AX10918,ENX2046,A151,EMP1007,C1498,44288,1
AX10922,ENX2015,A131,EMP1008,C1432,44468,1
AX10926,ENX2096,A115,EMP1016,C1700,44234,1
AX10929,ENX2089,A103,EMP1038,C1101,44283,1
AX10933,ENX2006,A160,EMP1026,C1020,44545,1
AX10937,ENX2083,A164,EMP1029,C1651,44450,1
AX10940,ENX2066,A161,EMP1041,C1004,44223,4
AX10941,ENX2063,A130,EMP1042,C1410,44418,4
AX10942,ENX2098,A134,EMP1036,C1054,44500,2
AX10944,ENX2005,A118,EMP1027,C1039,44539,4
AX10946,ENX2016,A140,EMP1025,C1104,44235,1
AX10949,ENX2036,A139,EMP1014,C1685,44203,2
AX10952,ENX2055,A106,EMP1029,C1425,44329,1
AX10954,ENX2077,A119,EMP1012,C1350,44281,1
AX10958,ENX2044,A120,EMP1022,C1104,44314,1
AX10959,ENX2004,A171,EMP1044,C1701,44514,4
AX10964,ENX2063,A127,EMP1032,C1369,44437,4
AX10965,ENX2018,A124,EMP1016,C1370,44521,1
AX10972,ENX2071,A145,EMP1009,C1761,44500,2
AX10974,ENX2079,A117,EMP1027,C1077,44403,4
AX10975,ENX2087,A150,EMP1043,C1394,44437,1
AX10976,ENX2099,A143,EMP1005,C1789,44548,3
AX10977,ENX2027,A144,EMP1030,C1125,44334,4
AX10978,ENX2046,A105,EMP1038,C1506,44549,3
AX10979,ENX2092,A103,EMP1001,C1339,44290,2
AX10980,ENX2093,A111,EMP1033,C1664,44394,3
AX10982,ENX2089,A129,EMP1037,C1368,44260,2
AX10983,ENX2057,A143,EMP1021,C1374,44472,4
AX10993,ENX2078,A112,EMP1022,C1670,44445,3
AX10996,ENX2074,A123,EMP1039,C1440,44345,1
AX10999,ENX2031,A117,EMP1015,C1568,44316,1
AX11001,ENX2090,A109,EMP1024,C1783,44445,3
AX11002,ENX2087,A142,EMP1034,C1492,44347,4
AX11004,ENX2097,A144,EMP1022,C1140,44336,1
AX11014,ENX2081,A160,EMP1040,C1734,44507,2
AX11015,ENX2077,A119,EMP1006,C1305,44386,2
AX11016,ENX2093,A150,EMP1039,C1625,44468,2
AX11019,ENX2023,A132,EMP1039,C1445,44291,3
AX11020,ENX2027,A161,EMP1034,C1646,44340,1
AX11021,ENX2005,A116,EMP1015,C1320,44425,1
AX11022,ENX2091,A154,EMP1034,C1418,44506,1
AX11025,ENX2054,A116,EMP1008,C1105,44456,4
AX11028,ENX2020,A171,EMP1029,C1653,44526,1
AX11032,ENX2086,A138,EMP1019,C1469,44422,4
AX11033,ENX2008,A148,EMP1042,C1171,44470,2
AX11034,ENX2020,A133,EMP1039,C1307,44315,1
AX11041,ENX2040,A127,EMP1005,C1479,44467,1
AX11057,ENX2005,A122,EMP1043,C1476,44281,4
AX11058,ENX2090,A171,EMP1029,C1411,44270,3
AX11059,ENX2024,A100,EMP1018,C1154,44238,3
AX11067,ENX2021,A102,EMP1031,C1369,44461,3
AX11069,ENX2051,A153,EMP1000,C1478,44299,2
AX11079,ENX2041,A117,EMP1031,C1409,44334,1
AX11083,ENX2004,A119,EMP1030,C1474,44454,1
AX11085,ENX2047,A142,EMP1007,C1029,44323,2
AX11088,ENX2014,A168,EMP1033,C1474,44404,1
AX11089,ENX2074,A118,EMP1013,C1506,44370,1
AX11090,ENX2022,A159,EMP1019,C1253,44532,1
AX11093,ENX2042,A130,EMP1016,C1324,44510,1
AX11094,ENX2074,A146,EMP1043,C1181,44230,3
AX11106,ENX2063,A150,EMP1008,C1152,44292,1
AX11107,ENX2016,A108,EMP1012,C1607,44244,1
AX11110,ENX2082,A157,EMP1014,C1651,44504,2
AX11113,ENX2003,A136,EMP1000,C1087,44523,3
AX11114,ENX2075,A142,EMP1000,C1392,44374,1
AX11115,ENX2084,A104,EMP1025,C1170,44198,1
AX11117,ENX2042,A108,EMP1033,C1025,44255,1
AX11123,ENX2078,A173,EMP1007,C1165,44244,3
AX11127,ENX2069,A130,EMP1021,C1216,44216,2
AX11129,ENX2018,A104,EMP1034,C1334,44523,1
AX11132,ENX2070,A169,EMP1017,C1386,44355,1
AX11135,ENX2015,A112,EMP1007,C1576,44234,1
AX11144,ENX2082,A119,EMP1002,C1612,44557,3
AX11145,ENX2082,A104,EMP1010,C1504,44392,1
AX11152,ENX2095,A128,EMP1030,C1487,44256,2
AX11155,ENX2061,A110,EMP1042,C1287,44369,1
AX11156,ENX2024,A110,EMP1044,C1220,44257,4
AX11159,ENX2000,A110,EMP1020,C1208,44304,2
AX11166,ENX2041,A138,EMP1032,C1210,44407,2
AX11169,ENX2039,A138,EMP1004,C1150,44374,3
AX11170,ENX2023,A105,EMP1040,C1028,44287,1
AX11171,ENX2022,A146,EMP1033,C1582,44400,1
AX11173,ENX2079,A120,EMP1038,C1720,44509,2
AX11174,ENX2083,A150,EMP1029,C1664,44226,1
AX11177,ENX2100,A115,EMP1032,C1573,44240,4
AX11178,ENX2070,A164,EMP1018,C1499,44209,4
AX11179,ENX2049,A111,EMP1027,C1753,44419,2
AX11186,ENX2062,A153,EMP1034,C1558,44237,1
AX11191,ENX2022,A124,EMP1013,C1001,44232,1
AX11194,ENX2011,A157,EMP1003,C1471,44408,1
AX11198,ENX2076,A116,EMP1011,C1198,44459,1
AX11209,ENX2099,A138,EMP1040,C1622,44515,1
AX11212,ENX2096,A166,EMP1015,C1589,44479,3
AX11214,ENX2038,A158,EMP1035,C1796,44511,1
AX11215,ENX2049,A153,EMP1016,C1040,44216,1
AX11218,ENX2083,A169,EMP1005,C1335,44444,1
AX11220,ENX2022,A134,EMP1040,C1704,44448,3
AX11226,ENX2001,A144,EMP1012,C1777,44553,1
AX11230,ENX2045,A156,EMP1013,C1166,44356,1
AX11234,ENX2086,A103,EMP1014,C1740,44366,2
AX11235,ENX2025,A140,EMP1005,C1452,44307,2
AX11242,ENX2095,A135,EMP1035,C1065,44438,2
AX11244,ENX2001,A162,EMP1030,C1536,44301,1
AX11245,ENX2032,A105,EMP1010,C1799,44401,3
AX11255,ENX2098,A173,EMP1013,C1293,44292,3
AX11256,ENX2017,A117,EMP1029,C1137,44549,4
AX11259,ENX2027,A146,EMP1029,C1750,44267,3
AX11260,ENX2025,A171,EMP1038,C1597,44464,4
AX11262,ENX2076,A104,EMP1006,C1340,44407,1
AX11263,ENX2039,A164,EMP1029,C1595,44481,4
AX11264,ENX2015,A112,EMP1006,C1419,44256,3
AX11266,ENX2012,A144,EMP1039,C1571,44522,3
AX11267,ENX2027,A127,EMP1007,C1259,44322,2
AX11268,ENX2086,A139,EMP1034,C1561,44444,1
AX11271,ENX2057,A167,EMP1008,C1463,44303,2
AX11272,ENX2023,A140,EMP1022,C1314,44392,1
AX11275,ENX2096,A129,EMP1008,C1475,44212,1
AX11276,ENX2005,A155,EMP1035,C1119,44525,1
AX11280,ENX2027,A132,EMP1037,C1575,44423,1
AX11283,ENX2060,A126,EMP1003,C1737,44558,1
AX11284,ENX2050,A130,EMP1012,C1052,44490,1
AX11290,ENX2058,A171,EMP1034,C1420,44361,2
AX11296,ENX2067,A152,EMP1031,C1002,44262,1
AX11299,ENX2050,A164,EMP1028,C1416,44241,2
AX11302,ENX2017,A134,EMP1031,C1633,44244,1
AX11306,ENX2074,A165,EMP1018,C1093,44233,1
AX11310,ENX2010,A160,EMP1027,C1004,44451,1
AX11315,ENX2055,A157,EMP1007,C1664,44287,1
AX11316,ENX2058,A149,EMP1016,C1265,44266,3
AX11317,ENX2084,A167,EMP1025,C1237,44352,1
AX11320,ENX2014,A157,EMP1039,C1181,44430,3
AX11325,ENX2078,A141,EMP1039,C1124,44350,2
AX11332,ENX2078,A164,EMP1007,C1191,44279,1
AX11337,ENX2016,A171,EMP1015,C1697,44505,1
AX11341,ENX2052,A137,EMP1012,C1427,44478,1
AX11345,ENX2067,A133,EMP1011,C1292,44347,1
AX11346,ENX2023,A157,EMP1015,C1357,44412,2
AX11349,ENX2004,A105,EMP1034,C1239,44365,2
AX11353,ENX2100,A163,EMP1003,C1058,44469,1
AX11354,ENX2038,A159,EMP1006,C1273,44494,1
AX11357,ENX2072,A156,EMP1012,C1547,44228,2
AX11360,ENX2078,A168,EMP1025,C1096,44269,4
AX11363,ENX2020,A161,EMP1025,C1675,44477,4
AX11374,ENX2093,A125,EMP1000,C1543,44315,1
AX11376,ENX2077,A115,EMP1031,C1282,44524,1
AX11382,ENX2076,A163,EMP1035,C1396,44250,1
AX11383,ENX2017,A106,EMP1034,C1799,44544,1
AX11389,ENX2016,A161,EMP1034,C1400,44468,4
AX11391,ENX2016,A172,EMP1019,C1743,44490,1
AX11392,ENX2043,A129,EMP1040,C1658,44339,3
AX11396,ENX2043,A158,EMP1023,C1639,44447,1
AX11397,ENX2077,A159,EMP1012,C1327,44407,3
AX11402,ENX2099,A143,EMP1024,C1034,44541,1
AX11405,ENX2038,A143,EMP1033,C1315,44382,2
