Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity
AX10493,ENX2001,A108,EMP1021,C1083,43895,1
AX10494,ENX2029,A172,EMP1019,C1726,43958,1
AX10500,ENX2051,A118,EMP1044,C1673,44079,3
AX10502,ENX2086,A163,EMP1019,C1317,43921,2
AX10504,ENX2054,A132,EMP1039,C1234,44149,1
AX10505,ENX2041,A156,EMP1002,C1455,44095,4
AX10506,ENX2007,A118,EMP1009,C1715,43941,1
AX10518,ENX2028,A105,EMP1007,C1236,43874,3
AX10523,ENX2056,A166,EMP1033,C1710,44170,3
AX10526,ENX2040,A170,EMP1005,C1295,43941,1
AX10531,ENX2060,A136,EMP1011,C1683,43875,1
AX10534,ENX2077,A161,EMP1017,C1479,43897,1
AX10536,ENX2043,A114,EMP1000,C1730,43847,1
AX10540,ENX2024,A111,EMP1000,C1382,44021,1
AX10543,ENX2034,A115,EMP1038,C1786,44133,1
AX10544,ENX2069,A151,EMP1044,C1640,44121,1
AX10548,ENX2048,A173,EMP1007,C1154,44110,3
AX10549,ENX2020,A134,EMP1011,C1231,44184,1
AX10551,ENX2091,A131,EMP1012,C1769,43949,1
AX10555,ENX2066,A160,EMP1015,C1280,43916,2
AX10556,ENX2097,A113,EMP1017,C1010,43838,1
AX10558,ENX2096,A100,EMP1018,C1720,43871,3
AX10560,ENX2029,A127,EMP1023,C1334,44056,3
AX10561,ENX2058,A113,EMP1014,C1431,44116,2
AX10562,ENX2081,A172,EMP1011,C1364,44104,1
AX10563,ENX2004,A164,EMP1025,C1045,43846,1
AX10565,ENX2056,A153,EMP1018,C1357,43943,2
AX10567,ENX2041,A119,EMP1033,C1775,43882,1
AX10568,ENX2051,A102,EMP1017,C1532,43907,1
AX10570,ENX2045,A157,EMP1000,C1124,44144,1
AX10571,ENX2032,A158,EMP1012,C1395,44131,1
AX10575,ENX2077,A133,EMP1018,C1152,43970,1
AX10579,ENX2042,A141,EMP1020,C1368,43879,2
AX10582,ENX2070,A126,EMP1024,C1239,43952,2
AX10584,ENX2019,A142,EMP1039,C1682,44153,1
AX10590,ENX2022,A139,EMP1027,C1625,44060,4
AX10593,ENX2093,A142,EMP1022,C1559,43879,1
AX10596,ENX2072,A103,EMP1023,C1317,43877,1
AX10598,ENX2078,A140,EMP1023,C1663,44095,2
AX10605,ENX2035,A130,EMP1037,C1767,44088,1
AX10608,ENX2020,A173,EMP1001,C1720,43910,4
AX10610,ENX2063,A112,EMP1031,C1079,43889,1
AX10611,ENX2014,A151,EMP1007,C1126,43941,1
AX10612,ENX2006,A101,EMP1017,C1181,44036,1
AX10615,ENX2064,A151,EMP1038,C1190,43843,3
AX10617,ENX2018,A108,EMP1023,C1446,44194,1
AX10619,ENX2098,A121,EMP1038,C1247,44195,2
AX10620,ENX2077,A129,EMP1016,C1798,44091,1
AX10621,ENX2038,A141,EMP1040,C1390,43899,1
AX10624,ENX2068,A121,EMP1021,C1659,43846,2
AX10627,ENX2090,A122,EMP1038,C1092,43876,4
AX10630,ENX2042,A162,EMP1011,C1335,43836,3
AX10631,ENX2077,A130,EMP1019,C1780,43865,1
AX10632,ENX2036,A153,EMP1043,C1559,44152,4
AX10633,ENX2041,A148,EMP1031,C1038,44027,3
AX10635,ENX2044,A130,EMP1036,C1386,43865,3
AX10640,ENX2008,A116,EMP1000,C1692,43897,3
AX10648,ENX2017,A166,EMP1005,C1171,44149,1
AX10651,ENX2049,A149,EMP1002,C1095,43970,4
AX10652,ENX2045,A165,EMP1015,C1701,44071,3
AX10653,ENX2060,A120,EMP1006,C1746,43840,1
AX10655,ENX2032,A101,EMP1040,C1532,44104,2
AX10656,ENX2013,A121,EMP1002,C1272,43997,1
AX10662,ENX2055,A144,EMP1005,C1295,44118,2
AX10663,ENX2061,A119,EMP1041,C1528,43950,1
AX10665,ENX2091,A137,EMP1034,C1655,43940,3
AX10667,ENX2060,A163,EMP1035,C1640,44186,1
AX10668,ENX2060,A106,EMP1013,C1665,44005,3
AX10671,ENX2069,A130,EMP1027,C1075,43908,1
AX10673,ENX2026,A105,EMP1025,C1611,44051,2
AX10674,ENX2055,A133,EMP1029,C1414,43974,2
AX10675,ENX2051,A151,EMP1007,C1525,44103,3
AX10677,ENX2028,A136,EMP1018,C1024,43919,1
AX10681,ENX2052,A143,EMP1021,C1560,43856,4
AX10689,ENX2019,A120,EMP1016,C1728,43955,4
AX10691,ENX2009,A101,EMP1019,C1333,44071,2
AX10694,ENX2044,A111,EMP1018,C1766,44149,1
AX10695,ENX2042,A131,EMP1016,C1541,43960,1
AX10696,ENX2033,A140,EMP1039,C1514,44058,1
AX10699,ENX2004,A103,EMP1035,C1698,43936,2
AX10701,ENX2004,A130,EMP1035,C1508,43942,4
AX10705,ENX2083,A144,EMP1020,C1576,44084,1
AX10711,ENX2046,A167,EMP1015,C1611,44095,1
AX10712,ENX2035,A156,EMP1034,C1440,43876,1
AX10716,ENX2054,A112,EMP1016,C1450,43910,2
AX10723,ENX2097,A125,EMP1015,C1139,43972,2
AX10724,ENX2033,A150,EMP1017,C1500,44128,3
AX10725,ENX2065,A158,EMP1039,C1346,44030,4
AX10727,ENX2037,A158,EMP1041,C1143,44068,3
AX10729,ENX2021,A115,EMP1034,C1148,43839,2
AX10730,ENX2021,A144,EMP1008,C1414,44060,3
AX10731,ENX2042,A167,EMP1020,C1285,43840,3
AX10737,ENX2007,A100,EMP1017,C1626,43864,2
AX10741,ENX2040,A121,EMP1009,C1573,43840,1
AX10745,ENX2090,A159,EMP1041,C1438,43915,4
AX10747,ENX2039,A104,EMP1020,C1592,43903,1
AX10748,ENX2000,A141,EMP1022,C1346,43839,4
AX10757,ENX2057,A130,EMP1000,C1042,43926,2
AX10760,ENX2070,A156,EMP1015,C1599,43900,2
AX10765,ENX2027,A158,EMP1011,C1239,44111,1
AX10766,ENX2068,A153,EMP1019,C1599,44090,3
AX10769,ENX2043,A154,EMP1035,C1285,43838,1
AX10777,ENX2088,A160,EMP1009,C1200,44110,1
AX10780,ENX2046,A116,EMP1019,C1290,44186,4
AX10786,ENX2005,A152,EMP1015,C1701,44000,1
AX10789,ENX2037,A157,EMP1005,C1476,44055,1
AX10791,ENX2030,A122,EMP1001,C1215,44161,3
AX10792,ENX2097,A161,EMP1010,C1251,44159,1
AX10794,ENX2065,A166,EMP1043,C1760,44019,2
AX10798,ENX2072,A126,EMP1011,C1713,44140,4
AX10800,ENX2099,A115,EMP1025,C1082,43929,2
AX10803,ENX2032,A142,EMP1003,C1357,43889,4
AX10810,ENX2058,A147,EMP1027,C1704,44128,4
AX10811,ENX2100,A131,EMP1003,C1569,43884,1
AX10812,ENX2094,A113,EMP1007,C1307,43884,3
AX10817,ENX2063,A172,EMP1043,C1578,43868,1
AX10819,ENX2050,A128,EMP1017,C1600,43852,1
AX10824,ENX2068,A149,EMP1028,C1212,43955,1
AX10825,ENX2011,A102,EMP1030,C1714,43976,1
AX10827,ENX2074,A166,EMP1001,C1678,43987,3
AX10830,ENX2008,A108,EMP1026,C1395,44016,4
AX10833,ENX2006,A131,EMP1026,C1533,43955,1
AX10834,ENX2041,A157,EMP1033,C1711,44145,4
AX10835,ENX2011,A126,EMP1021,C1242,43947,1
AX10836,ENX2014,A130,EMP1003,C1200,43905,3
AX10842,ENX2047,A137,EMP1034,C1129,44058,2
AX10844,ENX2046,A112,EMP1033,C1422,44070,1
AX10852,ENX2040,A145,EMP1021,C1349,44057,1
AX10856,ENX2036,A123,EMP1001,C1104,43872,1
AX10859,ENX2042,A112,EMP1042,C1435,44021,1
AX10862,ENX2005,A136,EMP1031,C1671,44030,4
AX10865,ENX2014,A102,EMP1035,C1171,43890,3
AX10866,ENX2076,A123,EMP1004,C1329,44038,1
AX10867,ENX2026,A110,EMP1020,C1189,44063,1
AX10868,ENX2013,A124,EMP1041,C1756,44170,1
AX10869,ENX2004,A156,EMP1025,C1771,44063,4
AX10871,ENX2085,A171,EMP1038,C1547,43862,1
AX10873,ENX2080,A161,EMP1011,C1283,44122,3
AX10874,ENX2099,A140,EMP1042,C1056,43863,3
AX10877,ENX2063,A166,EMP1022,C1515,44195,1
AX10881,ENX2040,A144,EMP1022,C1536,43852,3
AX10882,ENX2038,A144,EMP1025,C1576,44109,3
AX10883,ENX2020,A156,EMP1013,C1224,43990,2
AX10884,ENX2088,A152,EMP1031,C1722,43971,1
AX10889,ENX2073,A156,EMP1026,C1164,43973,1
AX10896,ENX2022,A141,EMP1025,C1558,43943,2
AX10899,ENX2042,A125,EMP1031,C1723,43859,1
AX10904,ENX2053,A134,EMP1021,C1721,44190,1
AX10905,ENX2013,A102,EMP1016,C1059,43957,1
AX10907,ENX2003,A127,EMP1028,C1100,44030,1
AX10908,ENX2080,A110,EMP1026,C1246,43840,1
AX10916,ENX2060,A107,EMP1020,C1748,44038,2
AX10923,ENX2010,A124,EMP1011,C1540,43997,1
AX10927,ENX2022,A103,EMP1010,C1037,44124,1
AX10928,ENX2035,A165,EMP1031,C1527,43934,1
AX10930,ENX2048,A133,EMP1027,C1605,44179,1
AX10931,ENX2023,A154,EMP1036,C1767,44057,1
AX10932,ENX2085,A155,EMP1009,C1414,44036,1
AX10934,ENX2013,A115,EMP1034,C1704,44167,1
AX10943,ENX2042,A125,EMP1025,C1287,43930,1
AX10945,ENX2088,A159,EMP1006,C1782,43854,1
AX10950,ENX2053,A146,EMP1000,C1364,43926,1
AX10953,ENX2096,A152,EMP1024,C1630,43885,2
AX10957,ENX2057,A104,EMP1039,C1687,44072,2
AX10960,ENX2003,A124,EMP1042,C1309,44158,3
AX10961,ENX2036,A147,EMP1023,C1243,44173,1
AX10962,ENX2042,A126,EMP1014,C1111,43945,4
AX10966,ENX2043,A115,EMP1019,C1610,43976,1
AX10969,ENX2027,A115,EMP1026,C1784,43856,1
AX10981,ENX2050,A118,EMP1019,C1770,43929,1
AX10985,ENX2082,A121,EMP1025,C1454,43964,2
AX10986,ENX2073,A161,EMP1006,C1158,44047,2
AX10987,ENX2090,A166,EMP1028,C1664,43897,1
AX10989,ENX2078,A138,EMP1011,C1757,43934,2
AX10990,ENX2067,A128,EMP1024,C1202,43938,1
AX10991,ENX2092,A100,EMP1012,C1284,43996,1
AX10992,ENX2084,A118,EMP1037,C1330,44099,3
AX10994,ENX2078,A147,EMP1016,C1565,43921,3
AX10995,ENX2047,A172,EMP1017,C1688,44148,1
AX11000,ENX2047,A165,EMP1036,C1753,44072,1
AX11007,ENX2045,A145,EMP1042,C1685,44122,1
AX11009,ENX2031,A151,EMP1008,C1716,44149,2
AX11011,ENX2088,A107,EMP1006,C1258,43933,1
AX11013,ENX2087,A129,EMP1039,C1266,43896,1
AX11017,ENX2005,A129,EMP1036,C1708,43987,1
AX11018,ENX2083,A161,EMP1025,C1482,43885,2
AX11023,ENX2099,A166,EMP1011,C1512,43832,4
AX11026,ENX2034,A172,EMP1025,C1190,43866,1
AX11031,ENX2059,A164,EMP1014,C1202,43836,1
AX11036,ENX2046,A111,EMP1038,C1567,44135,1
AX11037,ENX2028,A147,EMP1037,C1714,43881,1
AX11040,ENX2098,A163,EMP1041,C1063,43901,3
AX11043,ENX2081,A103,EMP1020,C1326,43936,1
AX11046,ENX2059,A137,EMP1021,C1085,43876,4
AX11050,ENX2084,A104,EMP1014,C1345,43924,3
AX11051,ENX2005,A127,EMP1014,C1207,43995,1
AX11052,ENX2015,A133,EMP1005,C1106,43948,2
AX11061,ENX2078,A148,EMP1027,C1222,43975,1
AX11064,ENX2067,A145,EMP1023,C1080,43932,2
AX11066,ENX2085,A139,EMP1033,C1375,44185,2
AX11070,ENX2062,A123,EMP1018,C1281,43893,1
AX11072,ENX2010,A121,EMP1011,C1240,44043,1
AX11073,ENX2095,A126,EMP1039,C1539,43913,2
AX11077,ENX2089,A123,EMP1017,C1400,44149,1
AX11078,ENX2049,A126,EMP1038,C1249,44139,1
AX11080,ENX2094,A143,EMP1042,C1354,44089,2
AX11082,ENX2055,A151,EMP1009,C1373,43924,1
AX11087,ENX2038,A173,EMP1041,C1206,44166,2
AX11092,ENX2032,A156,EMP1015,C1003,44011,3
AX11095,ENX2011,A136,EMP1011,C1702,44165,1
AX11097,ENX2083,A136,EMP1028,C1022,43881,1
AX11098,ENX2057,A109,EMP1004,C1520,44074,4
AX11100,ENX2029,A171,EMP1033,C1665,44110,1
AX11102,ENX2063,A113,EMP1003,C1076,44068,3
AX11105,ENX2035,A143,EMP1038,C1420,44025,2
AX11108,ENX2091,A148,EMP1010,C1644,44048,1
AX11111,ENX2016,A131,EMP1039,C1032,43980,1
AX11112,ENX2050,A106,EMP1027,C1605,44017,3
AX11116,ENX2029,A130,EMP1029,C1709,44144,1
AX11119,ENX2000,A110,EMP1040,C1722,43906,3
AX11120,ENX2067,A123,EMP1025,C1098,43930,3
AX11124,ENX2004,A144,EMP1012,C1791,44114,1
AX11125,ENX2097,A120,EMP1005,C1776,43833,2
AX11130,ENX2017,A133,EMP1034,C1568,44114,4
AX11131,ENX2097,A132,EMP1006,C1093,43949,1
AX11136,ENX2027,A137,EMP1023,C1596,44152,4
AX11138,ENX2032,A125,EMP1021,C1298,44116,2
AX11140,ENX2024,A137,EMP1031,C1549,43939,2
AX11142,ENX2083,A129,EMP1007,C1714,44190,3
AX11146,ENX2020,A147,EMP1021,C1225,43942,3
AX11147,ENX2010,A126,EMP1029,C1621,43948,4
AX11148,ENX2063,A140,EMP1038,C1300,44069,3
AX11149,ENX2007,A165,EMP1028,C1015,44042,1
AX11150,ENX2062,A131,EMP1007,C1564,44149,1
AX11151,ENX2046,A143,EMP1009,C1783,43958,1
AX11153,ENX2019,A104,EMP1004,C1045,44191,1
AX11154,ENX2030,A108,EMP1009,C1502,44025,3
AX11157,ENX2031,A156,EMP1035,C1702,44034,2
AX11158,ENX2009,A119,EMP1020,C1764,44134,2
AX11162,ENX2043,A103,EMP1021,C1343,44062,2
AX11163,ENX2046,A151,EMP1003,C1419,43969,1
AX11164,ENX2046,A162,EMP1008,C1454,43970,2
AX11167,ENX2071,A159,EMP1024,C1456,44190,2
AX11168,ENX2037,A172,EMP1021,C1024,44187,2
AX11176,ENX2042,A128,EMP1038,C1001,44101,1
AX11181,ENX2034,A129,EMP1033,C1724,43941,2
AX11182,ENX2015,A145,EMP1024,C1746,43844,2
AX11184,ENX2051,A140,EMP1028,C1463,44146,1
AX11190,ENX2030,A109,EMP1033,C1341,43964,2
AX11192,ENX2078,A100,EMP1008,C1373,44080,3
AX11195,ENX2091,A168,EMP1032,C1687,44160,4
AX11196,ENX2062,A122,EMP1007,C1095,44080,4
AX11200,ENX2054,A170,EMP1002,C1055,43887,1
AX11201,ENX2083,A113,EMP1008,C1649,44045,3
AX11202,ENX2015,A130,EMP1011,C1767,43843,4
AX11203,ENX2080,A126,EMP1039,C1467,43843,3
AX11204,ENX2043,A124,EMP1000,C1747,43935,1
AX11205,ENX2054,A172,EMP1015,C1719,44143,2
AX11216,ENX2090,A118,EMP1043,C1454,44174,2
AX11224,ENX2067,A129,EMP1026,C1233,44086,1
AX11225,ENX2006,A117,EMP1006,C1314,43842,1
AX11227,ENX2096,A140,EMP1030,C1623,44142,1
AX11228,ENX2021,A134,EMP1017,C1134,43990,1
AX11229,ENX2090,A148,EMP1014,C1196,43882,3
AX11231,ENX2017,A104,EMP1006,C1741,44141,3
AX11232,ENX2029,A111,EMP1034,C1311,43839,1
AX11233,ENX2075,A107,EMP1005,C1669,43969,3
AX11236,ENX2035,A170,EMP1042,C1289,44110,1
AX11239,ENX2041,A116,EMP1030,C1719,44121,1
AX11240,ENX2060,A125,EMP1024,C1228,43984,2
AX11241,ENX2019,A165,EMP1005,C1172,43831,4
AX11243,ENX2026,A117,EMP1032,C1554,43833,2
AX11248,ENX2064,A171,EMP1008,C1082,44195,3
AX11249,ENX2074,A161,EMP1039,C1526,43857,2
AX11265,ENX2057,A118,EMP1013,C1536,43863,1
AX11273,ENX2001,A171,EMP1038,C1352,44097,4
AX11274,ENX2025,A156,EMP1035,C1610,43917,2
AX11279,ENX2072,A142,EMP1030,C1580,44123,2
AX11281,ENX2092,A103,EMP1037,C1539,43904,1
AX11286,ENX2044,A146,EMP1007,C1521,44120,2
AX11287,ENX2083,A113,EMP1033,C1242,44038,3
AX11288,ENX2083,A132,EMP1040,C1512,43861,1
AX11291,ENX2051,A120,EMP1012,C1796,44169,3
AX11294,ENX2098,A159,EMP1002,C1145,44190,2
AX11297,ENX2069,A118,EMP1006,C1575,44175,4
AX11298,ENX2074,A158,EMP1031,C1085,44071,2
AX11300,ENX2099,A172,EMP1022,C1787,43882,3
AX11301,ENX2086,A120,EMP1023,C1140,44154,1
AX11303,ENX2067,A167,EMP1027,C1447,44016,4
AX11304,ENX2027,A168,EMP1041,C1683,43941,4
AX11305,ENX2087,A137,EMP1020,C1686,43929,4
AX11307,ENX2039,A142,EMP1005,C1576,44177,2
AX11309,ENX2062,A131,EMP1021,C1448,44089,1
AX11311,ENX2068,A153,EMP1040,C1243,43912,2
AX11313,ENX2008,A166,EMP1007,C1085,44042,1
AX11314,ENX2063,A111,EMP1041,C1245,44079,3
AX11319,ENX2021,A161,EMP1031,C1493,43941,4
AX11321,ENX2072,A157,EMP1044,C1086,43856,2
AX11322,ENX2081,A135,EMP1025,C1207,43915,1
AX11324,ENX2085,A154,EMP1030,C1489,43959,2
AX11331,ENX2059,A166,EMP1010,C1646,44055,1
AX11334,ENX2026,A128,EMP1028,C1192,44114,2
AX11343,ENX2039,A172,EMP1016,C1202,43945,3
AX11348,ENX2033,A122,EMP1018,C1068,43927,1
AX11350,ENX2095,A165,EMP1039,C1096,44022,1
AX11352,ENX2068,A142,EMP1004,C1370,43917,1
AX11362,ENX2012,A103,EMP1011,C1667,44040,1
AX11364,ENX2024,A116,EMP1038,C1400,43849,3
AX11367,ENX2033,A120,EMP1040,C1032,44162,1
AX11369,ENX2028,A166,EMP1042,C1712,44080,1
AX11371,ENX2015,A119,EMP1004,C1217,43894,1
AX11372,ENX2032,A139,EMP1001,C1129,43913,2
AX11377,ENX2007,A114,EMP1024,C1684,44176,2
AX11378,ENX2063,A109,EMP1022,C1116,43905,2
AX11380,ENX2078,A144,EMP1020,C1289,43869,4
AX11381,ENX2040,A143,EMP1009,C1793,44172,1
AX11384,ENX2094,A114,EMP1004,C1704,43999,2
AX11386,ENX2006,A146,EMP1012,C1441,44037,1
AX11387,ENX2030,A134,EMP1028,C1084,44196,4
AX11388,ENX2065,A121,EMP1040,C1774,43932,1
AX11390,ENX2088,A122,EMP1004,C1393,43905,1
AX11401,ENX2066,A126,EMP1029,C1255,44193,1
AX11404,ENX2057,A148,EMP1024,C1104,43884,1
AX11409,ENX2070,A104,EMP1017,C1785,43966,1
AX11411,ENX2018,A111,EMP1026,C1564,43848,3
AX11413,ENX2082,A123,EMP1036,C1220,44031,1
AX11415,ENX2006,A131,EMP1008,C1304,44128,1
AX11422,ENX2053,A117,EMP1005,C1171,43865,1
AX11423,ENX2061,A103,EMP1026,C1387,43914,4
AX11424,ENX2087,A157,EMP1025,C1795,44136,1
AX11430,ENX2064,A149,EMP1026,C1792,43932,3
AX11432,ENX2015,A162,EMP1034,C1680,44078,1
AX11434,ENX2095,A115,EMP1014,C1728,43995,4
AX11438,ENX2030,A137,EMP1029,C1354,44134,1
AX11439,ENX2073,A145,EMP1039,C1701,43919,1
AX11440,ENX2025,A144,EMP1007,C1462,43893,3
