Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity
AX12369,ENX2008,A113,EMP1036,C1762,43516,1
AX12380,ENX2039,A124,EMP1031,C1615,43491,4
AX12391,ENX2039,A116,EMP1016,C1357,43502,1
AX12418,ENX2007,A118,EMP1000,C1148,43476,1
AX12420,ENX2048,A105,EMP1005,C1423,43508,1
AX12463,ENX2041,A172,EMP1038,C1177,43537,1
AX12477,ENX2044,A125,EMP1019,C1035,43468,1
AX12486,ENX2058,A171,EMP1004,C1368,43526,3
AX12497,ENX2018,A111,EMP1024,C1709,43511,2
AX12500,ENX2060,A122,EMP1007,C1713,43507,3
AX12501,ENX2011,A165,EMP1041,C1015,43494,3
AX12503,ENX2077,A150,EMP1025,C1267,43506,1
AX12506,ENX2033,A148,EMP1014,C1775,43506,4
AX12511,ENX2078,A161,EMP1008,C1561,43500,2
AX12517,ENX2044,A147,EMP1027,C1369,43503,2
AX12518,ENX2053,A107,EMP1034,C1343,43503,2
AX12543,ENX2021,A106,EMP1012,C1635,43481,3
AX12563,ENX2038,A171,EMP1029,C1628,43467,3
AX12566,ENX2044,A156,EMP1039,C1780,43500,2
AX12586,ENX2075,A148,EMP1013,C1470,43467,2
AX12602,ENX2020,A127,EMP1013,C1210,43536,1
AX12618,ENX2074,A171,EMP1032,C1220,43497,4
AX12624,ENX2072,A144,EMP1011,C1064,43487,4
AX12626,ENX2033,A116,EMP1042,C1518,43502,4
AX12630,ENX2076,A140,EMP1006,C1708,43475,1
AX12636,ENX2020,A158,EMP1030,C1032,43496,3
AX12639,ENX2084,A117,EMP1036,C1007,43474,1
AX12651,ENX2005,A150,EMP1002,C1339,43489,3
AX12660,ENX2087,A118,EMP1036,C1118,43480,2
AX12664,ENX2035,A163,EMP1028,C1524,43502,4
AX12666,ENX2008,A130,EMP1016,C1647,43525,4
AX12695,ENX2000,A150,EMP1020,C1071,43536,4
AX12711,ENX2089,A166,EMP1001,C1503,43533,3
AX12728,ENX2005,A101,EMP1032,C1503,43502,4
AX12742,ENX2085,A170,EMP1039,C1504,43492,1
AX12756,ENX2016,A156,EMP1013,C1221,43484,2
AX12758,ENX2029,A126,EMP1029,C1157,43519,1
AX12777,ENX2049,A134,EMP1025,C1546,43488,1
AX12779,ENX2014,A170,EMP1039,C1061,43494,4
AX12785,ENX2010,A157,EMP1031,C1526,43517,1
AX12827,ENX2045,A148,EMP1016,C1604,43488,1
AX12840,ENX2007,A135,EMP1037,C1277,43520,1
AX12855,ENX2011,A135,EMP1038,C1578,43520,1
AX12858,ENX2039,A101,EMP1015,C1218,43507,1
AX12899,ENX2063,A156,EMP1021,C1048,43533,2
AX12906,ENX2050,A135,EMP1011,C1123,43534,2
AX12912,ENX2049,A129,EMP1027,C1294,43500,1
AX12923,ENX2100,A129,EMP1010,C1197,43519,1
AX12947,ENX2088,A142,EMP1027,C1389,43500,3
AX12986,ENX2062,A147,EMP1006,C1083,43507,3
AX12990,ENX2095,A145,EMP1003,C1151,43469,1
AX13017,ENX2004,A109,EMP1017,C1575,43496,4
AX13024,ENX2060,A125,EMP1021,C1324,43466,2
AX13026,ENX2028,A118,EMP1015,C1523,43477,1
AX13041,ENX2093,A133,EMP1041,C1670,43505,1
AX13045,ENX2045,A121,EMP1025,C1210,43515,2
AX13053,ENX2008,A162,EMP1007,C1224,43510,1
AX13065,ENX2021,A147,EMP1022,C1618,43515,4
AX13090,ENX2001,A132,EMP1036,C1454,43479,1
AX13093,ENX2077,A123,EMP1027,C1560,43484,3
AX13095,ENX2063,A118,EMP1013,C1800,43525,2
AX13096,ENX2031,A104,EMP1034,C1762,43506,1
AX13106,ENX2047,A155,EMP1018,C1434,43482,1
AX13133,ENX2034,A167,EMP1019,C1354,43484,3
AX13141,ENX2086,A139,EMP1042,C1000,43469,4
AX13148,ENX2080,A173,EMP1027,C1054,43490,4
AX13150,ENX2036,A103,EMP1005,C1386,43510,3
AX13155,ENX2040,A147,EMP1021,C1304,43473,2
AX13159,ENX2041,A105,EMP1043,C1782,43529,4
AX13166,ENX2048,A117,EMP1006,C1716,43524,1
AX13178,ENX2001,A101,EMP1023,C1106,43527,1
AX13202,ENX2048,A166,EMP1025,C1613,43538,1
AX13231,ENX2040,A119,EMP1002,C1366,43497,1
AX13237,ENX2035,A148,EMP1018,C1543,43468,1
AX13242,ENX2036,A146,EMP1011,C1335,43538,1
AX13281,ENX2014,A157,EMP1012,C1663,43475,1
AX13298,ENX2050,A114,EMP1002,C1658,43487,1
AX13300,ENX2043,A165,EMP1005,C1594,43529,3
AX13315,ENX2047,A157,EMP1014,C1320,43499,2
AX13337,ENX2049,A140,EMP1039,C1671,43473,1
AX13350,ENX2018,A170,EMP1034,C1457,43527,4
AX13359,ENX2074,A132,EMP1024,C1546,43534,1
AX13377,ENX2072,A164,EMP1001,C1543,43533,2
AX13382,ENX2073,A165,EMP1006,C1780,43525,1
AX13383,ENX2060,A113,EMP1031,C1732,43502,1
AX13404,ENX2058,A157,EMP1026,C1660,43478,1
AX13412,ENX2077,A132,EMP1021,C1706,43526,1
AX13445,ENX2085,A152,EMP1000,C1323,43529,4
AX13447,ENX2021,A127,EMP1040,C1046,43498,1
AX13450,ENX2055,A132,EMP1024,C1354,43473,3
AX13454,ENX2083,A140,EMP1034,C1480,43533,1
AX13462,ENX2051,A169,EMP1039,C1563,43512,2
AX13463,ENX2065,A164,EMP1004,C1322,43496,1
AX13469,ENX2080,A148,EMP1043,C1065,43482,1
AX13484,ENX2064,A127,EMP1023,C1385,43473,2
AX13490,ENX2097,A111,EMP1013,C1647,43481,1
AX13493,ENX2030,A159,EMP1033,C1664,43536,1
AX13495,ENX2033,A105,EMP1013,C1743,43528,1
AX13529,ENX2064,A114,EMP1021,C1047,43485,3
AX13545,ENX2098,A117,EMP1028,C1001,43501,1
AX13549,ENX2096,A105,EMP1031,C1539,43538,1
AX13559,ENX2079,A126,EMP1032,C1488,43524,2
AX13595,ENX2045,A160,EMP1042,C1327,43539,1
AX13614,ENX2004,A124,EMP1036,C1360,43503,3
AX13630,ENX2013,A116,EMP1025,C1640,43476,2
AX13644,ENX2020,A162,EMP1013,C1451,43492,4
AX13669,ENX2083,A126,EMP1036,C1264,43518,1
AX13692,ENX2001,A125,EMP1007,C1476,43518,3
AX13695,ENX2061,A155,EMP1009,C1506,43491,3
AX13696,ENX2094,A150,EMP1016,C1030,43504,1
AX13700,ENX2042,A101,EMP1012,C1459,43481,3
AX13709,ENX2086,A159,EMP1018,C1777,43479,3
AX13717,ENX2055,A155,EMP1009,C1454,43493,1
AX13724,ENX2018,A115,EMP1005,C1573,43489,2
AX13755,ENX2054,A168,EMP1016,C1647,43481,1
AX13768,ENX2001,A116,EMP1013,C1372,43490,1
AX13833,ENX2079,A120,EMP1012,C1490,43483,4
AX13862,ENX2097,A123,EMP1036,C1038,43472,1
AX13881,ENX2036,A116,EMP1018,C1672,43516,1
AX13940,ENX2066,A136,EMP1039,C1110,43495,1
AX14002,ENX2050,A129,EMP1039,C1365,43529,1
AX14013,ENX2083,A139,EMP1021,C1111,43498,1
AX14026,ENX2022,A115,EMP1017,C1118,43531,1
AX14040,ENX2053,A160,EMP1030,C1560,43504,4
AX14048,ENX2079,A145,EMP1001,C1792,43519,4
AX14050,ENX2056,A165,EMP1043,C1432,43534,3
AX14052,ENX2067,A139,EMP1030,C1697,43509,1
AX14097,ENX2054,A137,EMP1026,C1125,43526,3
AX14141,ENX2080,A173,EMP1028,C1254,43482,4
AX14178,ENX2095,A114,EMP1023,C1253,43518,2
AX14183,ENX2041,A156,EMP1016,C1257,43531,1
AX14198,ENX2002,A149,EMP1037,C1032,43471,1
AX14212,ENX2019,A124,EMP1014,C1551,43467,1
AX14219,ENX2093,A126,EMP1024,C1279,43511,2
AX14234,ENX2062,A166,EMP1025,C1596,43470,2
AX14243,ENX2064,A140,EMP1004,C1166,43474,3
AX14244,ENX2027,A163,EMP1014,C1304,43501,3
AX14246,ENX2050,A121,EMP1040,C1526,43502,1
AX14253,ENX2009,A158,EMP1026,C1166,43533,1
AX14304,ENX2002,A138,EMP1027,C1264,43471,1
AX14311,ENX2050,A157,EMP1001,C1017,43499,4
AX14349,ENX2067,A171,EMP1038,C1512,43514,1
AX14359,ENX2074,A118,EMP1029,C1695,43489,1
AX14384,ENX2085,A123,EMP1015,C1442,43482,1
AX14418,ENX2020,A109,EMP1004,C1687,43538,1
AX14426,ENX2090,A102,EMP1025,C1388,43533,1
AX14474,ENX2021,A132,EMP1019,C1014,43533,3
AX14480,ENX2088,A119,EMP1039,C1446,43535,1
AX14481,ENX2048,A173,EMP1026,C1629,43526,3
AX14485,ENX2008,A134,EMP1013,C1223,43500,3
AX14509,ENX2008,A103,EMP1011,C1468,43488,4
AX14512,ENX2025,A129,EMP1023,C1525,43538,2
AX14539,ENX2098,A114,EMP1013,C1098,43473,2
AX14548,ENX2026,A166,EMP1020,C1136,43528,1
AX14594,ENX2014,A145,EMP1039,C1607,43497,1
AX14609,ENX2093,A127,EMP1024,C1303,43489,2
AX14618,ENX2051,A113,EMP1003,C1673,43481,3
AX14628,ENX2030,A117,EMP1022,C1662,43508,1
AX14636,ENX2025,A108,EMP1034,C1375,43529,1
AX14638,ENX2058,A154,EMP1011,C1342,43490,2
AX14661,ENX2093,A140,EMP1002,C1499,43485,1
AX14688,ENX2060,A167,EMP1014,C1792,43493,1
AX14705,ENX2051,A159,EMP1035,C1134,43535,3
AX14731,ENX2053,A121,EMP1014,C1464,43525,3
AX14778,ENX2058,A137,EMP1029,C1458,43466,1
AX14801,ENX2035,A165,EMP1023,C1752,43536,1
AX14812,ENX2066,A158,EMP1010,C1129,43539,2
AX14823,ENX2049,A145,EMP1032,C1543,43482,2
AX14826,ENX2082,A165,EMP1029,C1630,43532,3
AX14872,ENX2060,A138,EMP1029,C1077,43525,1
AX14899,ENX2089,A112,EMP1025,C1215,43523,2
AX14908,ENX2002,A160,EMP1044,C1763,43478,3
AX14911,ENX2003,A123,EMP1021,C1306,43496,4
AX14934,ENX2037,A149,EMP1000,C1567,43529,3
AX14969,ENX2074,A105,EMP1011,C1190,43478,3
AX15007,ENX2005,A141,EMP1041,C1431,43475,1
AX15017,ENX2080,A163,EMP1006,C1252,43537,2
AX15031,ENX2091,A147,EMP1005,C1165,43478,2
AX15037,ENX2073,A162,EMP1037,C1145,43495,1
AX15052,ENX2030,A159,EMP1042,C1499,43472,4
AX15104,ENX2019,A117,EMP1041,C1383,43487,1
AX15120,ENX2074,A144,EMP1039,C1673,43528,1
AX15121,ENX2038,A105,EMP1025,C1532,43520,2
AX15143,ENX2059,A146,EMP1004,C1524,43494,4
AX15165,ENX2073,A163,EMP1001,C1313,43514,4
AX15168,ENX2081,A142,EMP1020,C1485,43487,1
AX15170,ENX2023,A100,EMP1020,C1775,43522,2
AX15185,ENX2063,A145,EMP1033,C1182,43503,4
AX15223,ENX2032,A165,EMP1035,C1629,43467,1
AX15239,ENX2086,A136,EMP1029,C1194,43525,1
AX15245,ENX2088,A100,EMP1010,C1714,43524,3
AX15247,ENX2018,A108,EMP1004,C1263,43485,1
AX15259,ENX2044,A126,EMP1021,C1008,43508,1
AX15292,ENX2059,A104,EMP1039,C1450,43537,3
AX15332,ENX2076,A112,EMP1026,C1400,43506,3
AX15344,ENX2020,A165,EMP1010,C1616,43484,1
AX15356,ENX2054,A125,EMP1038,C1402,43534,1
AX15368,ENX2079,A104,EMP1002,C1641,43492,1
AX15399,ENX2085,A164,EMP1020,C1096,43499,3
AX15401,ENX2099,A151,EMP1027,C1330,43475,2
AX15446,ENX2083,A141,EMP1038,C1034,43523,1
AX15451,ENX2003,A163,EMP1008,C1478,43522,3
AX15464,ENX2074,A139,EMP1011,C1669,43494,4
AX15467,ENX2020,A154,EMP1025,C1269,43519,1
AX15468,ENX2040,A143,EMP1038,C1172,43490,1
AX15474,ENX2084,A133,EMP1003,C1213,43489,1
AX15477,ENX2056,A168,EMP1029,C1372,43490,1
AX15495,ENX2023,A148,EMP1033,C1208,43519,1
AX15510,ENX2035,A157,EMP1012,C1056,43525,1
AX15512,ENX2022,A135,EMP1007,C1096,43482,1
AX15516,ENX2001,A110,EMP1017,C1555,43470,1
AX15522,ENX2060,A155,EMP1043,C1068,43520,4
AX15531,ENX2039,A126,EMP1040,C1180,43504,3
AX15533,ENX2023,A143,EMP1004,C1198,43481,1
AX15538,ENX2098,A129,EMP1022,C1220,43535,4
AX15551,ENX2026,A132,EMP1027,C1382,43529,2
AX15563,ENX2020,A104,EMP1039,C1080,43519,1
AX15570,ENX2087,A164,EMP1041,C1593,43529,1
AX15599,ENX2080,A164,EMP1043,C1359,43498,1
AX15607,ENX2029,A137,EMP1025,C1043,43536,2
AX15618,ENX2090,A117,EMP1021,C1296,43529,1
AX15659,ENX2036,A123,EMP1044,C1260,43519,1
AX15683,ENX2042,A123,EMP1015,C1109,43489,1
AX15707,ENX2077,A145,EMP1009,C1543,43526,3
AX15730,ENX2083,A156,EMP1015,C1751,43482,4
AX15747,ENX2023,A136,EMP1027,C1519,43468,1
AX15752,ENX2002,A160,EMP1039,C1342,43538,1
AX15756,ENX2083,A102,EMP1011,C1538,43534,1
AX15772,ENX2059,A153,EMP1040,C1688,43497,2
AX15773,ENX2100,A120,EMP1013,C1634,43534,1
AX15775,ENX2052,A113,EMP1036,C1023,43475,1
AX15789,ENX2031,A168,EMP1038,C1162,43522,2
AX15802,ENX2045,A142,EMP1000,C1590,43486,1
AX15906,ENX2042,A170,EMP1018,C1606,43503,3
AX15912,ENX2011,A141,EMP1005,C1617,43520,1
AX15923,ENX2091,A134,EMP1013,C1480,43476,1
AX15929,ENX2080,A122,EMP1039,C1601,43525,1
AX15934,ENX2009,A103,EMP1044,C1436,43530,2
AX15944,ENX2052,A119,EMP1031,C1533,43530,4
AX15955,ENX2019,A157,EMP1030,C1147,43509,1
AX15956,ENX2003,A161,EMP1022,C1536,43466,1
AX15959,ENX2061,A121,EMP1006,C1029,43509,3
AX15972,ENX2095,A114,EMP1013,C1113,43520,2
AX15978,ENX2080,A172,EMP1031,C1361,43514,1
AX16016,ENX2041,A127,EMP1038,C1606,43487,4
AX16033,ENX2045,A157,EMP1017,C1133,43472,4
AX16053,ENX2008,A131,EMP1021,C1156,43506,1
AX16063,ENX2028,A164,EMP1029,C1510,43482,1
AX16136,ENX2094,A130,EMP1005,C1684,43502,1
AX16142,ENX2055,A138,EMP1019,C1126,43522,3
AX16149,ENX2001,A133,EMP1010,C1377,43518,2
AX16151,ENX2019,A126,EMP1012,C1774,43524,1
AX16161,ENX2078,A124,EMP1042,C1377,43478,3
AX16169,ENX2076,A169,EMP1009,C1720,43535,1
AX16182,ENX2007,A142,EMP1028,C1793,43485,3
AX16195,ENX2035,A156,EMP1001,C1030,43520,1
AX16210,ENX2003,A125,EMP1009,C1418,43523,1
AX16247,ENX2010,A102,EMP1033,C1431,43508,2
AX16248,ENX2051,A170,EMP1023,C1092,43488,1
AX16281,ENX2051,A100,EMP1035,C1302,43498,3
AX16284,ENX2073,A124,EMP1038,C1542,43533,2
AX16286,ENX2091,A159,EMP1044,C1296,43531,1
AX16302,ENX2021,A136,EMP1004,C1185,43497,4
AX16337,ENX2007,A155,EMP1020,C1343,43501,3
AX16338,ENX2067,A147,EMP1041,C1525,43470,1
AX16361,ENX2037,A115,EMP1005,C1767,43497,1
AX16362,ENX2096,A135,EMP1016,C1335,43505,1
AX16365,ENX2057,A100,EMP1044,C1264,43471,1
AX16369,ENX2081,A118,EMP1005,C1677,43534,1
AX16379,ENX2005,A115,EMP1020,C1682,43479,3
AX16407,ENX2025,A112,EMP1022,C1663,43519,4
AX16414,ENX2000,A159,EMP1038,C1657,43529,3
AX16439,ENX2023,A110,EMP1025,C1795,43534,1
AX16466,ENX2010,A111,EMP1007,C1573,43472,3
AX16497,ENX2080,A172,EMP1020,C1560,43474,3
AX16546,ENX2080,A117,EMP1022,C1314,43491,4
AX16565,ENX2084,A136,EMP1000,C1686,43486,3
AX16567,ENX2054,A118,EMP1000,C1439,43496,4
AX16578,ENX2088,A109,EMP1040,C1630,43539,3
AX16584,ENX2095,A116,EMP1018,C1281,43511,1
AX16594,ENX2034,A147,EMP1044,C1561,43530,1
AX16611,ENX2069,A154,EMP1009,C1196,43469,3
AX16680,ENX2088,A129,EMP1042,C1107,43528,1
AX16698,ENX2057,A115,EMP1023,C1639,43481,1
AX16701,ENX2009,A113,EMP1002,C1777,43527,1
AX16706,ENX2033,A155,EMP1037,C1078,43526,3
AX16716,ENX2058,A108,EMP1021,C1138,43525,1
AX16719,ENX2024,A112,EMP1028,C1098,43522,3
AX16723,ENX2006,A121,EMP1022,C1394,43471,1
AX16742,ENX2091,A134,EMP1036,C1213,43498,1
AX16754,ENX2082,A117,EMP1018,C1525,43492,3
AX16771,ENX2005,A100,EMP1040,C1724,43477,1
AX16776,ENX2051,A144,EMP1027,C1098,43506,1
AX16793,ENX2063,A133,EMP1041,C1794,43513,3
AX16805,ENX2050,A168,EMP1026,C1192,43530,1
AX16825,ENX2014,A165,EMP1007,C1596,43497,1
AX16827,ENX2086,A128,EMP1022,C1408,43503,3
AX16831,ENX2087,A143,EMP1012,C1545,43471,1
AX16887,ENX2067,A169,EMP1018,C1322,43484,1
AX16937,ENX2043,A151,EMP1031,C1622,43475,3
AX16942,ENX2003,A154,EMP1044,C1711,43469,3
AX16944,ENX2055,A127,EMP1038,C1657,43468,3
AX16963,ENX2068,A140,EMP1020,C1457,43488,3
AX16966,ENX2083,A117,EMP1015,C1633,43533,4
AX16981,ENX2025,A149,EMP1039,C1752,43508,2
AX16995,ENX2087,A115,EMP1028,C1044,43537,1
AX17005,ENX2066,A109,EMP1011,C1099,43471,3
AX17010,ENX2082,A103,EMP1031,C1675,43503,3
AX17017,ENX2021,A145,EMP1033,C1144,43522,3
AX17036,ENX2036,A159,EMP1020,C1209,43503,1
AX17039,ENX2000,A127,EMP1013,C1692,43537,1
AX17065,ENX2067,A147,EMP1024,C1325,43469,2
